Feature_1,Feature_2,Feature_3,Feature_4,Class
-0.22092449508247575,0.7532422782060274,-0.8809479843689506,-1.2260886169949925,1
0.130403048729311,0.2305135468787806,-1.0981806739608035,-1.3058987486839728,1
0.006802187926132438,0.6128955289425058,-1.1898312563879128,-1.16376625450357,1
-1.41054290229676,0.824025831755054,-1.2670501401500252,-0.8676732591162863,0
1.2124389182965785,0.8338587131130605,0.8375517634805336,1.244977761921389,4
0.03400277918122132,0.7842431219322711,-1.1802873612153963,-1.0248656762146475,1
0.7417476294114088,-0.6082655789847952,0.46537918262230943,0.11636822968870486,3
-0.4402102857583484,-1.5246984242115216,1.1498152775816657,0.3275873006802166,2
1.4957574512595708,-0.24088408757886032,0.3222701378388808,1.3196499448163408,4
0.31495905851473427,-0.048819993068220414,-1.146491245152315,-1.5716192408003484,1
-0.4559164505335657,-1.2716525117895414,1.5618513819533328,0.016875228480809704,2
1.002941293584898,-0.6180374350119837,0.6621589726695967,0.49599453998311455,3
1.0361354407863375,1.018643071459643,0.5998879261471605,1.1864690578857389,4
-1.61650265621582,0.6744043395320484,-1.2424941031979917,-1.0979451013393027,0
-0.7028632977936901,-1.073209832167528,1.0351515307122723,-0.0962734038608657,2
-0.46332710975285457,-1.874135018782365,1.1152757376445643,0.7724513007665698,2
-0.34279704139198913,-0.776551738565493,1.0238409737176533,0.20564269538748708,2
-0.7381546721143852,-1.7617074335690683,1.5548842127917855,-0.1938246345956546,2
1.3154979062197958,1.2009519311278887,0.8138641214159611,1.450452804535248,4
-0.14088352732845294,0.12612917685677025,-1.1733418077605506,-1.5528864428439593,1
-0.6263036555561698,-1.3976051560530733,0.9572854850141885,0.9946917755563649,2
-1.479352367784074,1.3178375199388521,-1.2616577572119312,-1.4694351162876251,0
-1.307080092030212,0.9435985103196629,-1.3703149693480345,-1.2432175446491434,0
-1.790956509100864,0.9982425529628969,-1.2653285669280485,-0.9517042294409883,0
-1.6248216247054497,0.6988381957429898,-1.4405144983695752,-1.550605446802738,0
1.2459396883580955,0.8081201108627365,0.5040728389136591,1.3619017732005203,4
